Timestamp,Thrust_0Deg (Kg),Thrust_90Deg (Kg),Thrust_180Deg (Kg),Thrust_270Deg (Kg),Total Weight (Kg),Thrust (N),RPM168, ESC_Torque (Nm)160,Motor Temp (°C)73,Current (A)32,Vdc (V)235,Vout(V)138,IGBT Temp(°C)74,RPM Command49,Battery_Volt(V)546,Battery_Bus_Volt(V)546,Battery_Power(W)546
2025-09-03 15:11:15.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:15.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:15.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:15.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:15.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:15.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:15.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:15.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:15.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:15.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:15.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:15.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:15.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:15.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:16.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:16.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:16.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:16.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:16.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:16.280,0.0,0.0,-14.89,0.0,14.89,145.922,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:16.330,-3.9,0.0,-14.89,0.0,18.79,184.142,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:16.380,-3.9,0.0,-14.89,0.0,18.79,184.142,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:16.431,-3.9,0.0,-14.89,0.0,18.79,184.142,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:16.481,-3.9,0.0,-14.89,0.01,18.78,184.044,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:16.531,-3.9,0.0,-14.89,0.01,18.78,184.044,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:16.582,-3.9,0.0,-14.89,0.01,18.78,184.044,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:16.632,-3.9,0.0,-14.89,0.01,18.78,184.044,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 15:11:16.683,-3.9,0.0,-14.89,0.01,18.78,184.044,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
