Timestamp,Thrust_0Deg (Kg),Thrust_90Deg (Kg),Thrust_180Deg (Kg),Thrust_270Deg (Kg),Total Weight (Kg),Thrust (N),RPM168, ESC_Torque (Nm)160,Motor Temp (°C)73,Current (A)32,Vdc (V)235,Vout(V)138,IGBT Temp(°C)74,RPM Command49,Battery_Volt(V)546,Battery_Bus_Volt(V)546,Battery_Power(W)546
2025-09-03 15:12:15.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,565.07,0.0,25,0.0,0.0,0.0,0.0
2025-09-03 15:12:15.817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,0.14,565.1,0.45,25,0.0,566.6,0.0,60
2025-09-03 15:12:15.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,0.28,565.1,0.81,25,0.0,566.6,0.0,60
2025-09-03 15:12:15.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,0.0,565.04,0.18,25,0.0,566.6,0.0,60
2025-09-03 15:12:15.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,0.0,565.07,0.72,25,0.0,566.6,0.0,60
2025-09-03 15:12:16.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,0.28,565.07,0.72,25,0.0,566.6,0.0,60
2025-09-03 15:12:16.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,0.0,564.97,0.81,25,0.0,566.6,0.0,60
2025-09-03 15:12:16.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,564.94,0.36,25,0.0,566.6,0.0,70
2025-09-03 15:12:16.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,24.3,0.14,564.97,0.81,25,0.0,566.6,0.0,70
2025-09-03 15:12:16.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,-0.14,565.04,-0.81,25,0.0,566.5,0.0,50
2025-09-03 15:12:16.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.14,565.04,0.45,25,0.0,566.5,0.0,50
2025-09-03 15:12:16.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.14,565.04,0.63,25,0.0,566.6,0.0,70
2025-09-03 15:12:16.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.28,564.94,0.63,25,0.0,566.6,0.0,70
