Timestamp,Thrust_0Deg (Kg),Thrust_90Deg (Kg),Thrust_180Deg (Kg),Thrust_270Deg (Kg),Total Weight (Kg),Total Force (N),RPM168, ESC_Torque (Nm)160,Motor Temp (°C)73,Current (A)32,Vdc (V)235,Vout(V)138,IGBT Temp(°C)74,RPM Command49,Battery_Volt(V)546,Battery_Bus_Volt(V)546,Battery_Power(W)546
2025-08-29 14:40:36.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-29 14:40:36.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,566.9,0.63,24,0.0,568.4,0.0,50
2025-08-29 14:40:36.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.14,567.06,0.63,24,0.0,568.4,0.0,50
2025-08-29 14:40:36.849,0.0,0.0,0.0,0.13,0.13,1.274,0.0,0.0,24.5,-0.14,567.03,0.36,24,0.0,568.4,0.0,60
2025-08-29 14:40:36.899,0.0,0.0,0.0,0.13,0.13,1.274,0.0,0.0,24.5,0.14,567.03,0.72,24,0.0,568.4,0.0,60
2025-08-29 14:40:36.950,0.0,0.0,0.0,0.13,0.13,1.274,0.0,0.0,24.5,0.28,567.03,0.36,24,0.0,568.4,0.0,50
2025-08-29 14:40:37.001,0.0,0.0,0.0,0.13,0.13,1.274,0.0,0.12,24.5,-0.14,566.9,0.36,24,0.0,568.4,0.0,50
2025-08-29 14:40:37.055,0.0,0.0,0.0,0.13,0.13,1.274,0.0,0.0,24.5,0.0,566.84,0.81,24,0.0,568.4,0.0,60
2025-08-29 14:40:37.105,0.0,0.0,0.0,0.13,0.13,1.274,0.0,0.0,24.5,-0.14,566.97,0.63,24,0.0,568.4,0.0,60
2025-08-29 14:40:37.156,0.0,0.0,0.0,0.13,0.13,1.274,0.0,0.0,24.5,-0.14,566.93,0.72,24,0.0,568.4,0.0,40
2025-08-29 14:40:37.210,0.0,0.0,0.0,0.13,0.13,1.274,0.0,0.0,24.5,0.0,566.84,0.72,24,0.0,568.4,0.0,40
2025-08-29 14:40:37.261,0.0,0.0,0.0,0.13,0.13,1.274,0.0,0.0,24.5,0.28,566.84,0.9,24,0.0,568.4,0.0,30
2025-08-29 14:40:37.311,0.0,0.0,0.0,0.13,0.13,1.274,0.0,0.0,24.6,0.28,567.0,0.36,24,0.0,568.4,0.0,30
2025-08-29 14:40:37.362,0.0,1.43,0.0,0.13,1.56,15.288,0.0,0.0,24.6,0.14,566.97,0.36,24,0.0,568.4,0.0,60
2025-08-29 14:40:37.412,0.0,1.43,0.0,0.13,1.56,15.288,0.0,0.0,24.5,0.14,566.87,0.72,24,0.0,568.4,0.0,60
2025-08-29 14:40:37.463,-1.15,1.43,-0.4,0.13,0.01,0.098,0.0,0.0,24.5,0.14,566.9,0.36,24,0.0,568.4,0.0,60
2025-08-29 14:40:37.513,-1.15,1.43,-0.4,0.13,0.01,0.098,0.0,0.0,24.5,0.14,567.0,0.18,24,0.0,568.4,0.0,60
2025-08-29 14:40:37.564,-1.15,1.43,-0.4,0.24,0.12,1.176,0.0,0.0,24.5,0.0,566.9,0.72,24,0.0,568.3,0.0,50
2025-08-29 14:40:37.615,-1.15,1.43,-0.4,0.24,0.12,1.176,0.0,0.0,24.5,0.28,566.9,0.9,24,0.0,568.3,0.0,50
2025-08-29 14:40:37.665,-1.15,1.43,-0.4,0.24,0.12,1.176,0.0,0.0,24.5,0.14,567.0,0.99,24,0.0,568.3,0.0,60
2025-08-29 14:40:37.716,-1.15,1.43,-0.4,0.24,0.12,1.176,0.0,0.12,24.5,-0.14,566.87,0.99,24,0.0,568.3,0.0,60
2025-08-29 14:40:37.766,-1.15,1.43,-0.4,0.24,0.12,1.176,0.0,0.0,24.5,0.0,566.9,1.35,24,0.0,568.3,0.0,60
2025-08-29 14:40:37.817,-1.15,1.43,-0.4,0.24,0.12,1.176,0.0,0.0,24.5,0.0,566.84,0.72,24,0.0,568.3,0.0,60
2025-08-29 14:40:37.867,-1.15,1.43,-0.4,0.24,0.12,1.176,0.0,0.0,24.5,-0.14,566.87,0.45,24,0.0,568.4,0.0,50
2025-08-29 14:40:37.917,-1.15,1.43,-0.4,0.24,0.12,1.176,0.0,0.0,24.5,0.28,566.87,0.99,24,0.0,568.4,0.0,50
2025-08-29 14:40:37.970,-1.15,1.43,-0.4,0.24,0.12,1.176,0.0,0.0,24.5,0.28,566.93,0.9,24,0.0,568.4,0.0,50
2025-08-29 14:40:38.023,-1.15,1.43,-0.4,0.24,0.12,1.176,0.0,0.0,24.5,0.28,566.93,0.63,24,0.0,568.4,0.0,50
2025-08-29 14:40:38.074,-1.15,1.43,-0.4,0.24,0.12,1.176,0.0,0.0,24.5,-0.14,566.97,0.63,24,0.0,568.4,0.0,50
2025-08-29 14:40:38.125,-1.15,1.43,-0.4,0.24,0.12,1.176,0.0,0.0,24.5,0.14,566.9,0.63,24,0.0,568.4,0.0,50
2025-08-29 14:40:38.175,-1.15,1.43,-0.4,0.24,0.12,1.176,0.0,0.0,24.5,0.14,566.97,0.9,24,0.0,568.4,0.0,50
2025-08-29 14:40:38.226,-1.15,1.43,-0.4,0.24,0.12,1.176,0.0,0.0,24.5,0.0,566.9,0.81,24,0.0,568.4,0.0,50
2025-08-29 14:40:38.276,-1.15,1.43,-0.4,0.26,0.14,1.372,0.0,0.0,24.5,0.0,566.9,0.45,24,0.0,568.4,0.0,60
2025-08-29 14:40:38.327,-1.15,1.43,-0.4,0.26,0.14,1.372,0.0,0.0,24.5,0.28,566.87,0.72,24,0.0,568.4,0.0,60
2025-08-29 14:40:38.377,-1.15,1.43,-0.4,0.26,0.14,1.372,0.0,0.12,24.5,-0.14,566.93,0.72,24,0.0,568.4,0.0,60
2025-08-29 14:40:38.428,-1.15,1.43,-0.4,0.26,0.14,1.372,0.0,0.12,24.5,-0.14,566.9,0.9,24,0.0,568.4,0.0,60
2025-08-29 14:40:38.479,-1.15,1.43,-0.39,0.26,0.15,1.47,0.0,0.0,24.5,-0.14,566.9,0.63,24,0.0,568.3,0.0,50
2025-08-29 14:40:38.529,-1.15,1.43,-0.39,0.26,0.15,1.47,0.0,0.0,24.5,-0.14,566.9,0.36,24,0.0,568.3,0.0,50
2025-08-29 14:40:38.580,-1.15,1.43,-0.39,0.26,0.15,1.47,0.0,0.0,24.5,0.0,566.9,0.81,24,0.0,568.3,0.0,70
2025-08-29 14:40:38.630,-1.15,1.43,-0.39,0.26,0.15,1.47,0.0,0.0,24.5,0.14,566.9,0.63,24,0.0,568.3,0.0,70
2025-08-29 14:40:38.684,-1.15,1.43,-0.39,0.26,0.15,1.47,0.0,0.0,24.5,0.0,566.97,0.9,24,0.0,568.4,0.0,60
2025-08-29 14:40:38.735,-1.15,1.43,-0.39,0.26,0.15,1.47,0.0,0.0,24.5,-0.14,566.93,0.9,24,0.0,568.4,0.0,60
2025-08-29 14:40:38.786,-1.15,1.43,-0.39,0.26,0.15,1.47,0.0,0.0,24.5,0.28,566.81,0.81,24,0.0,568.4,0.0,60
2025-08-29 14:40:38.836,-1.16,1.43,-0.39,0.26,0.14,1.372,0.0,0.0,24.5,0.28,566.78,0.27,24,0.0,568.4,0.0,70
2025-08-29 14:40:38.887,-1.16,1.43,-0.39,0.26,0.14,1.372,0.0,0.12,24.5,0.0,566.68,0.63,24,0.0,568.4,0.0,70
