Timestamp,Thrust_0Deg (Kg),Thrust_90Deg (Kg),Thrust_180Deg (Kg),Thrust_270Deg (Kg),Total Weight (Kg),Total Force (N),RPM168, ESC_Torque (Nm)160,Motor Temp (°C)73,Current (A)32,Vdc (V)235,Vout(V)138,IGBT Temp(°C)74,RPM Command49,Battery_Volt(V)546,Battery_Bus_Volt(V)546,Battery_Power(W)546
2025-08-25 15:27:53.778,0.0,0.0,0.0,0.0,0.0,0.0,100.16,1.22,0.0,2.36,567.57,0.0,24,0.0,0.0,0.0,0.0
2025-08-25 15:27:53.834,0.0,0.0,0.0,0.0,0.0,0.0,100.16,1.83,25.1,2.36,567.66,11.0,24,0.0,568.7,0.0,80
2025-08-25 15:27:53.884,0.0,0.0,0.0,0.0,0.0,0.0,99.8,1.47,25.1,2.08,567.63,12.17,24,0.0,568.7,0.0,80
2025-08-25 15:27:53.934,0.0,0.0,0.0,0.0,0.0,0.0,99.8,1.71,25.1,1.8,567.63,12.89,24,0.0,568.7,0.0,80
2025-08-25 15:27:53.985,0.0,0.0,0.0,0.0,0.0,0.0,99.61,1.71,25.1,2.22,567.69,12.89,24,0.0,568.7,0.0,80
2025-08-25 15:27:54.035,0.0,0.0,0.0,0.0,0.0,0.0,99.98,1.59,25.1,1.67,567.66,12.89,24,0.0,568.7,0.0,70
2025-08-25 15:27:54.086,0.0,0.0,0.0,0.0,0.0,0.0,99.98,1.71,25.1,2.36,567.66,12.17,24,0.0,568.7,0.0,70
2025-08-25 15:27:54.136,0.0,0.0,0.0,0.0,0.0,0.0,99.98,1.71,25.1,2.08,567.63,13.07,24,0.0,568.7,0.0,80
2025-08-25 15:27:54.187,0.0,0.0,0.0,0.0,0.0,0.0,99.98,1.59,25.1,2.08,567.57,13.43,24,0.0,568.7,0.0,80
2025-08-25 15:27:54.238,0.0,0.0,0.0,0.0,0.0,0.0,99.98,1.83,25.1,1.8,567.54,13.79,24,0.0,568.7,0.0,70
