Timestamp,Thrust_0Deg (Kg),Thrust_90Deg (Kg),Thrust_180Deg (Kg),Thrust_270Deg (Kg),Total Weight (Kg),Thrust (N),RPM168, ESC_Torque (Nm)160,Motor Temp (°C)73,Current (A)32,Vdc (V)235,Vout(V)138,IGBT Temp(°C)74,RPM Command49,Battery_Volt(V)546,Battery_Bus_Volt(V)546,Battery_Power(W)546
2025-09-03 16:38:58.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,564.85,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:58.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,0.0,564.78,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:58.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.0,564.69,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:58.240,0.14,-0.87,0.74,0.64,0.65,6.37,0.0,0.12,23.1,0.0,564.53,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:58.290,0.14,-0.87,0.74,0.64,0.65,6.37,0.0,0.0,23.1,0.28,564.43,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:58.340,0.14,-0.87,0.74,0.64,0.65,6.37,0.0,0.0,23.1,0.0,564.43,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:58.391,0.14,-0.87,0.74,0.64,0.65,6.37,0.0,0.0,23.1,0.28,564.66,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:58.441,0.14,-0.87,0.74,0.64,0.65,6.37,0.0,0.12,23.1,0.0,564.72,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:58.491,0.14,-0.87,0.74,0.64,0.65,6.37,0.0,0.12,23.1,0.0,564.72,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:58.542,0.14,-0.87,0.74,0.64,0.65,6.37,0.0,0.0,23.1,0.0,564.72,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:58.592,0.14,-0.87,0.74,0.64,0.65,6.37,0.0,0.0,23.1,-0.14,564.69,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:58.643,0.14,-0.87,0.74,0.64,0.65,6.37,0.0,0.0,23.1,0.0,564.69,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:58.693,0.14,-0.87,0.74,0.64,0.65,6.37,0.0,0.0,23.1,0.0,564.66,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:58.748,0.14,-0.87,0.74,0.64,0.65,6.37,0.0,0.0,23.1,-0.14,564.62,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:58.799,0.14,-0.87,0.74,0.64,0.65,6.37,0.0,0.0,23.1,0.0,564.47,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:58.849,0.14,-0.87,0.74,0.64,0.65,6.37,0.0,0.12,23.1,0.0,564.47,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:58.900,0.14,-0.89,0.73,0.65,0.63,6.174,0.0,0.0,23.1,0.0,564.43,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:58.950,0.14,-0.89,0.73,0.65,0.63,6.174,0.0,0.0,23.1,0.0,564.59,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:59.000,0.14,-0.89,0.73,0.65,0.63,6.174,0.0,0.0,23.1,0.28,564.59,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:59.051,0.14,-0.89,0.73,0.65,0.63,6.174,0.0,0.0,23.1,0.0,564.72,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:59.101,0.14,-0.89,0.73,0.65,0.63,6.174,0.0,0.0,23.1,-0.14,564.75,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:59.151,0.14,-0.89,0.73,0.65,0.63,6.174,0.0,0.0,23.1,0.0,564.75,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:59.202,0.14,-0.89,0.73,0.65,0.63,6.174,0.0,0.0,23.1,0.0,564.81,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:59.252,0.14,-0.89,0.73,0.65,0.63,6.174,0.0,0.0,23.1,0.0,564.75,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:59.303,0.14,-0.89,0.73,0.65,0.63,6.174,0.0,0.0,23.1,0.14,564.75,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:59.353,0.14,-0.89,0.73,0.65,0.63,6.174,0.0,0.0,23.1,0.0,564.69,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:59.404,0.14,-0.89,0.73,0.65,0.63,6.174,0.0,0.12,23.1,0.14,564.75,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:59.454,0.14,-0.89,0.73,0.65,0.63,6.174,0.0,0.12,23.1,-0.14,564.72,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:59.505,0.14,-0.89,0.73,0.65,0.63,6.174,0.0,0.12,23.1,-0.14,564.62,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:59.555,0.14,-0.88,0.73,0.65,0.64,6.272,0.0,0.0,23.1,0.28,564.69,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:59.606,0.14,-0.88,0.73,0.65,0.64,6.272,0.0,0.0,23.1,-0.14,564.69,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:59.656,0.14,-0.88,0.73,0.65,0.64,6.272,0.0,0.0,23.2,0.14,564.81,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:59.706,0.14,-0.88,0.73,0.65,0.64,6.272,0.0,0.0,23.2,0.28,564.91,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:59.757,0.14,-0.88,0.73,0.65,0.64,6.272,0.0,0.12,23.2,-0.14,564.91,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:59.807,0.14,-0.88,0.73,0.65,0.64,6.272,0.0,0.0,23.2,-0.14,564.88,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:59.858,0.14,-0.88,0.73,0.65,0.64,6.272,0.0,0.0,23.2,-0.14,564.88,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:59.908,0.14,-0.88,0.73,0.65,0.64,6.272,0.0,0.0,23.2,0.28,564.85,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:38:59.958,0.14,-0.88,0.73,0.65,0.64,6.272,0.0,0.0,23.2,0.0,564.85,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:39:00.009,0.14,-0.88,0.73,0.65,0.64,6.272,0.0,0.0,23.2,0.28,564.78,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:39:00.060,0.14,-0.88,0.73,0.65,0.64,6.272,0.0,0.0,23.2,0.14,564.66,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:39:00.111,0.14,-0.88,0.73,0.65,0.64,6.272,0.0,0.0,23.2,0.0,564.72,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:39:00.161,0.14,-0.88,0.73,0.65,0.64,6.272,0.0,0.0,23.2,0.0,564.66,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:39:00.212,0.14,-0.88,0.72,0.65,0.63,6.174,0.0,0.0,23.1,0.14,564.72,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:39:00.262,0.14,-0.88,0.72,0.65,0.63,6.174,0.0,0.0,23.1,0.14,564.72,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:39:00.313,0.14,-0.88,0.72,0.65,0.63,6.174,0.0,0.24,23.1,-0.28,564.72,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:39:00.363,0.14,-0.88,0.72,0.65,0.63,6.174,0.0,0.24,23.1,0.0,564.69,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:39:00.414,0.14,-0.88,0.72,0.65,0.63,6.174,0.0,0.0,23.1,0.14,564.69,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:39:00.465,0.14,-0.88,0.72,0.65,0.63,6.174,0.0,0.12,23.1,0.28,564.62,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:39:00.515,0.14,-0.88,0.72,0.65,0.63,6.174,0.0,0.12,23.1,0.28,564.66,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:39:00.565,0.14,-0.89,0.72,0.65,0.62,6.076,0.0,0.0,23.1,0.0,564.69,0.0,21,0.0,565.6,0.0,0
2025-09-03 16:39:00.616,0.14,-0.89,0.72,0.65,0.62,6.076,0.0,0.0,23.1,0.0,564.69,0.0,21,0.0,565.6,0.0,0
