Timestamp,Thrust_0Deg (Kg),Thrust_90Deg (Kg),Thrust_180Deg (Kg),Thrust_270Deg (Kg),Total Weight (Kg),Thrust (N),RPM168, ESC_Torque (Nm)160,Motor Temp (°C)73,Current (A)32,Vdc (V)235,Vout(V)138,IGBT Temp(°C)74,RPM Command49,Battery_Volt(V)546,Battery_Bus_Volt(V)546,Battery_Power(W)546
2025-09-03 16:30:50.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:50.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:50.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:50.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:50.829,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:50.879,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:50.930,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:50.980,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:51.030,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:51.080,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:51.131,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:51.181,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:51.231,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:51.282,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:51.332,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:51.383,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:51.434,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:51.485,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:51.535,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:51.585,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:51.636,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:51.686,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:51.736,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:51.787,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:51.837,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:51.888,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:51.938,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:51.988,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:52.039,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:52.089,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:52.139,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:52.190,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:52.241,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:52.291,0.0,-1.0,0.0,0.0,1.0,9.8,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:52.341,0.0,-1.0,0.0,0.68,0.32,3.136,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:52.392,0.0,-1.0,0.0,0.68,0.32,3.136,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:52.442,0.0,-1.0,0.0,0.68,0.32,3.136,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:52.492,0.0,-1.0,0.0,0.68,0.32,3.136,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:52.543,0.0,-1.0,0.0,0.68,0.32,3.136,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:52.593,0.0,-1.0,0.0,0.68,0.32,3.136,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:52.644,0.0,-1.0,0.0,0.68,0.32,3.136,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:52.694,0.0,-1.0,0.0,0.68,0.32,3.136,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:52.744,0.0,-1.0,0.0,0.68,0.32,3.136,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:52.795,0.0,-1.0,0.0,0.68,0.32,3.136,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:52.846,0.0,-1.0,0.0,0.68,0.32,3.136,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:52.896,0.0,-1.0,0.0,0.68,0.32,3.136,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:52.947,0.0,-1.0,0.76,0.68,0.44,4.312,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:52.997,0.0,-1.0,0.76,0.68,0.44,4.312,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:53.048,0.0,-1.0,0.76,0.68,0.44,4.312,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:53.099,0.0,-1.0,0.76,0.68,0.44,4.312,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:53.149,0.0,-1.0,0.76,0.68,0.44,4.312,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:53.199,0.0,-1.0,0.76,0.68,0.44,4.312,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:53.250,0.23,-1.0,0.76,0.68,0.67,6.566,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:53.300,0.23,-1.0,0.76,0.68,0.67,6.566,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:53.350,0.23,-1.0,0.76,0.68,0.67,6.566,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:53.401,0.23,-1.0,0.76,0.68,0.67,6.566,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:53.451,0.23,-1.0,0.76,0.68,0.67,6.566,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:53.502,0.23,-1.0,0.76,0.68,0.67,6.566,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:53.552,0.23,-1.0,0.76,0.68,0.67,6.566,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:53.603,0.23,-1.0,0.76,0.68,0.67,6.566,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:53.653,0.23,-1.0,0.76,0.68,0.67,6.566,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:53.704,0.23,-1.0,0.76,0.68,0.67,6.566,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:53.754,0.23,-1.0,0.76,0.68,0.67,6.566,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:53.804,0.23,-1.0,0.76,0.68,0.67,6.566,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:53.856,0.23,-1.0,0.76,0.68,0.67,6.566,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:53.906,0.23,-1.0,0.76,0.68,0.67,6.566,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:53.956,0.23,-1.0,0.76,0.68,0.67,6.566,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:54.007,0.23,-1.0,0.76,0.68,0.67,6.566,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03 16:30:54.058,0.23,-1.0,0.76,0.68,0.67,6.566,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
